"","Response","Context","Subject","Item","Rater","ContextIPA"
"1996","2","o-3","p09","bii3-w","R05","o-<U+0295>"
"1997","2","isolation","p09","bii3-v","R05","Isolation"
"1998","2","o-7","p09","zii7-w","R05","o-h"
"1999","4","n-n","p09","noom-w","R05","n-n"
"2000","5","n-n","p09","muun-w","R05","n-n"
"2001","5","n-o","p09","muus-w","R05","n-o"
"2002","5","n-o","p09","mooz-w","R05","n-o"
"2003","4","7-o","p09","7ook-w","R05","h-o"
"2004","5","7-n","p09","7oom-w","R05","h-n"
"2005","2","3-o","p09","3aaf-w","R05","<U+0295>-o"
"2006","5","n-7","p09","naa7-w","R05","n-h"
"2007","2","isolation","p09","naa7-v","R05","Isolation"
"2008","5","n-n","p09","naam-w","R05","n-n"
"2009","3","isolation","p09","naam-v","R05","Isolation"
"2010","5","o-n","p09","doom-w","R05","o-n"
"2011","4","isolation","p09","doom-v","R05","Isolation"
"2012","5","3-n","p09","3oon-w","R05","<U+0295>-n"
"2013","2","3-o","p09","3eeb-w","R05","<U+0295>-o"
"2014","2","isolation","p09","3eeb-v","R05","Isolation"
"2015","4","o-n","p09","saam-w","R05","o-n"
"2016","4","isolation","p09","saam-v","R05","Isolation"
"2017","5","3-n","p09","3aam-w","R05","<U+0295>-n"
"2018","2","7-o","p09","7aad-w","R05","h-o"
"2019","5","3-n","p09","3een-w","R05","<U+0295>-n"
"2020","3","3-o","p09","3iish-w","R05","<U+0295>-o"
"2021","4","7-o","p09","7eef-w","R05","h-o"
"2022","1","isolation","p09","7eef-v","R05","Isolation"
"2023","2","o-3","p09","baa3-w","R05","o-<U+0295>"
"2024","2","o-o","p09","beet-w","R05","o-o"
"2025","1","o-o","p09","boosh-w","R05","o-o"
"2026","3","n-3","p04","noo3-w","R06","n-<U+0295>"
"2027","3","isolation","p04","noo3-v","R06","Isolation"
"2028","1","o-3","p04","djuu3-w","R06","o-<U+0295>"
"2029","4","isolation","p04","djuu3-v","R06","Isolation"
"2030","2","n-7","p04","nuu7-w","R06","n-h"
"2031","3","isolation","p04","nuu7-v","R06","Isolation"
"2032","1","3--3","p04","3oo3-w","R06","<U+0295>-<U+0295>"
"2033","1","isolation","p04","3oo3-v","R06","Isolation"
"2034","1","o-7","p04","loo7-w","R06","o-h"
"2035","1","o-3","p04","bii3-w","R06","o-<U+0295>"
"2036","1","isolation","p04","bii3-v","R06","Isolation"
"2037","1","o-7","p04","zii7-w","R06","o-h"
"2038","1","o-o","p04","daas-w","R06","o-o"
"2039","4","n-o","p04","maat-w","R06","n-o"
"2040","3","isolation","p04","maat-v","R06","Isolation"
"2041","1","7-n","p04","7en-w","R06","h-n"
"2042","3","o-n","p04","diin-w","R06","o-n"
"2043","1","o-7","p04","zaa7-w","R06","o-h"
"2044","1","n-7","p04","naa7-w","R06","n-h"
"2045","3","isolation","p04","naa7-v","R06","Isolation"
"2046","5","n-n","p04","naam-w","R06","n-n"
"2047","1","isolation","p04","naam-v","R06","Isolation"
"2048","4","o-n","p04","doom-w","R06","o-n"
"2049","5","isolation","p04","doom-v","R06","Isolation"
"2050","3","3-n","p04","3oon-w","R06","<U+0295>-n"
"2051","4","n-n","p04","noom-w","R06","n-n"
"2052","1","n-n","p04","muun-w","R06","n-n"
"2053","4","n-o","p04","muus-w","R06","n-o"
"2054","4","n-o","p04","mooz-w","R06","n-o"
"2055","1","7-o","p04","7ook-w","R06","h-o"
"2056","5","7-n","p04","7oom-w","R06","h-n"
"2057","1","3-o","p04","3aaf-w","R06","<U+0295>-o"
"2058","1","3-o","p04","3eeb-w","R06","<U+0295>-o"
"2059","2","isolation","p04","3eeb-v","R06","Isolation"
"2060","4","3-n","p04","3aam-w","R06","<U+0295>-n"
"2061","3","7-o","p04","7aad-w","R06","h-o"
"2062","3","3-n","p04","3een-w","R06","<U+0295>-n"
"2063","3","3-o","p04","3iish-w","R06","<U+0295>-o"
"2064","2","7-o","p04","7eef-w","R06","h-o"
"2065","5","isolation","p04","7eef-v","R06","Isolation"
"2066","5","o-n","p04","saam-w","R06","o-n"
"2067","3","isolation","p04","saam-v","R06","Isolation"
"2068","1","o-3","p04","baa3-w","R06","o-<U+0295>"
"2069","1","o-o","p04","beet-w","R06","o-o"
"2070","1","o-o","p04","boosh-w","R06","o-o"
"2071","5","n-3","p01","noo3-w","R06","n-<U+0295>"
"2072","1","isolation","p01","noo3-v","R06","Isolation"
"2073","1","o-o","p01","daas-w","R06","o-o"
"2074","5","n-o","p01","maat-w","R06","n-o"
"2075","1","isolation","p01","maat-v","R06","Isolation"
"2076","4","7-n","p01","7en-w","R06","h-n"
"2077","1","o-n","p01","diin-w","R06","o-n"
"2078","1","o-7","p01","zaa7-w","R06","o-h"
"2079","1","o-3","p01","djuu3-w","R06","o-<U+0295>"
"2080","2","isolation","p01","djuu3-v","R06","Isolation"
"2081","4","n-7","p01","nuu7-w","R06","n-h"
"2082","1","isolation","p01","nuu7-v","R06","Isolation"
"2083","1","3--3","p01","3oo3-w","R06","<U+0295>-<U+0295>"
"2084","1","isolation","p01","3oo3-v","R06","Isolation"
"2085","1","o-7","p01","loo7-w","R06","o-h"
"2086","1","o-3","p01","bii3-w","R06","o-<U+0295>"
"2087","2","isolation","p01","bii3-v","R06","Isolation"
"2088","3","o-7","p01","zii7-w","R06","o-h"
"2089","1","3-n","p01","3oon-w","R06","<U+0295>-n"
"2090","4","n-n","p01","noom-w","R06","n-n"
"2091","4","n-n","p01","muun-w","R06","n-n"
"2092","5","n-o","p01","muus-w","R06","n-o"
"2093","3","n-o","p01","mooz-w","R06","n-o"
"2094","1","7-o","p01","7ook-w","R06","h-o"
"2095","2","7-n","p01","7oom-w","R06","h-n"
"2096","1","3-o","p01","3aaf-w","R06","<U+0295>-o"
"2097","5","n-7","p01","naa7-w","R06","n-h"
"2098","1","isolation","p01","naa7-v","R06","Isolation"
"2099","4","n-n","p01","naam-w","R06","n-n"
"2100","1","isolation","p01","naam-v","R06","Isolation"
"2101","1","o-n","p01","doom-w","R06","o-n"
"2102","1","isolation","p01","doom-v","R06","Isolation"
"2103","1","3-o","p01","3eeb-w","R06","<U+0295>-o"
"2104","1","isolation","p01","3eeb-v","R06","Isolation"
"2105","1","3-n","p01","3aam-w","R06","<U+0295>-n"
"2106","1","7-o","p01","7aad-w","R06","h-o"
"2107","3","3-n","p01","3een-w","R06","<U+0295>-n"
"2108","1","3-o","p01","3iish-w","R06","<U+0295>-o"
"2109","1","7-o","p01","7eef-w","R06","h-o"
"2110","1","isolation","p01","7eef-v","R06","Isolation"
"2111","3","o-n","p01","saam-w","R06","o-n"
"2112","1","isolation","p01","saam-v","R06","Isolation"
"2113","2","o-3","p01","baa3-w","R06","o-<U+0295>"
"2114","1","o-o","p01","beet-w","R06","o-o"
"2115","1","o-o","p01","boosh-w","R06","o-o"
"2116","2","n-3","p05","noo3-w","R06","n-<U+0295>"
"2117","1","isolation","p05","noo3-v","R06","Isolation"
"2118","1","o-o","p05","daas-w","R06","o-o"
"2119","2","n-o","p05","maat-w","R06","n-o"
"2120","1","isolation","p05","maat-v","R06","Isolation"
"2121","1","7-n","p05","7en-w","R06","h-n"
"2122","1","o-n","p05","diin-w","R06","o-n"
"2123","1","o-7","p05","zaa7-w","R06","o-h"
"2124","1","o-3","p05","djuu3-w","R06","o-<U+0295>"
"2125","1","isolation","p05","djuu3-v","R06","Isolation"
"2126","5","n-7","p05","nuu7-w","R06","n-h"
"2127","1","isolation","p05","nuu7-v","R06","Isolation"
"2128","1","3--3","p05","3oo3-w","R06","<U+0295>-<U+0295>"
"2129","1","isolation","p05","3oo3-v","R06","Isolation"
"2130","1","o-7","p05","loo7-w","R06","o-h"
"2131","1","o-3","p05","bii3-w","R06","o-<U+0295>"
"2132","1","isolation","p05","bii3-v","R06","Isolation"
"2133","1","o-7","p05","zii7-w","R06","o-h"
"2134","4","n-n","p05","noom-w","R06","n-n"
"2135","5","n-n","p05","muun-w","R06","n-n"
"2136","5","n-o","p05","muus-w","R06","n-o"
"2137","2","n-o","p05","mooz-w","R06","n-o"
"2138","1","7-o","p05","7ook-w","R06","h-o"
"2139","1","7-n","p05","7oom-w","R06","h-n"
"2140","1","3-o","p05","3aaf-w","R06","<U+0295>-o"
"2141","2","n-7","p05","naa7-w","R06","n-h"
"2142","1","isolation","p05","naa7-v","R06","Isolation"
"2143","3","n-n","p05","naam-w","R06","n-n"
"2144","1","isolation","p05","naam-v","R06","Isolation"
"2145","1","o-n","p05","doom-w","R06","o-n"
"2146","1","isolation","p05","doom-v","R06","Isolation"
"2147","1","3-n","p05","3oon-w","R06","<U+0295>-n"
"2148","1","3-o","p05","3eeb-w","R06","<U+0295>-o"
"2149","1","isolation","p05","3eeb-v","R06","Isolation"
"2150","1","o-n","p05","saam-w","R06","o-n"
"2151","1","isolation","p05","saam-v","R06","Isolation"
"2152","1","3-n","p05","3aam-w","R06","<U+0295>-n"
"2153","1","7-o","p05","7aad-w","R06","h-o"
"2154","1","3-n","p05","3een-w","R06","<U+0295>-n"
"2155","1","3-o","p05","3iish-w","R06","<U+0295>-o"
"2156","1","7-o","p05","7eef-w","R06","h-o"
"2157","1","isolation","p05","7eef-v","R06","Isolation"
"2158","1","o-3","p05","baa3-w","R06","o-<U+0295>"
"2159","2","o-o","p05","beet-w","R06","o-o"
"2160","2","o-o","p05","boosh-w","R06","o-o"
"2161","5","n-3","p02","noo3-w","R06","n-<U+0295>"
"2162","1","isolation","p02","noo3-v","R06","Isolation"
"2163","3","o-o","p02","daas-w","R06","o-o"
"2164","4","n-o","p02","maat-w","R06","n-o"
"2165","1","isolation","p02","maat-v","R06","Isolation"
"2166","5","7-n","p02","7en-w","R06","h-n"
"2167","4","o-n","p02","diin-w","R06","o-n"
"2168","1","o-7","p02","zaa7-w","R06","o-h"
"2169","1","o-3","p02","djuu3-w","R06","o-<U+0295>"
"2170","2","isolation","p02","djuu3-v","R06","Isolation"
"2171","5","n-7","p02","nuu7-w","R06","n-h"
"2172","1","isolation","p02","nuu7-v","R06","Isolation"
"2173","1","3--3","p02","3oo3-w","R06","<U+0295>-<U+0295>"
"2174","1","isolation","p02","3oo3-v","R06","Isolation"
"2175","1","o-7","p02","loo7-w","R06","o-h"
"2176","2","o-3","p02","bii3-w","R06","o-<U+0295>"
"2177","2","isolation","p02","bii3-v","R06","Isolation"
"2178","1","o-7","p02","zii7-w","R06","o-h"
"2179","5","n-o","p02","muus-w","R06","n-o"
"2180","2","n-o","p02","mooz-w","R06","n-o"
"2181","1","7-o","p02","7ook-w","R06","h-o"
"2182","4","7-n","p02","7oom-w","R06","h-n"
"2183","3","n-7","p02","naa7-w","R06","n-h"
"2184","2","3-o","p02","3aaf-w","R06","<U+0295>-o"
"2185","1","isolation","p02","naa7-v","R06","Isolation"
"2186","5","n-n","p02","naam-w","R06","n-n"
"2187","1","isolation","p02","naam-v","R06","Isolation"
"2188","2","o-n","p02","doom-w","R06","o-n"
"2189","1","isolation","p02","doom-v","R06","Isolation"
"2190","5","3-n","p02","3oon-w","R06","<U+0295>-n"
"2191","3","n-n","p02","noom-w","R06","n-n"
"2192","4","n-n","p02","muun-w","R06","n-n"
"2193","1","3-o","p02","3eeb-w","R06","<U+0295>-o"
"2194","5","o-n","p02","saam-w","R06","o-n"
"2195","2","isolation","p02","saam-v","R06","Isolation"
"2196","1","isolation","p02","3eeb-v","R06","Isolation"
"2197","3","3-n","p02","3aam-w","R06","<U+0295>-n"
"2198","1","7-o","p02","7aad-w","R06","h-o"
"2199","5","3-n","p02","3een-w","R06","<U+0295>-n"
"2200","2","3-o","p02","3iish-w","R06","<U+0295>-o"
"2201","1","7-o","p02","7eef-w","R06","h-o"
"2202","5","isolation","p02","7eef-v","R06","Isolation"
"2203","1","o-3","p02","baa3-w","R06","o-<U+0295>"
"2204","1","o-o","p02","beet-w","R06","o-o"
"2205","4","o-o","p02","boosh-w","R06","o-o"
"2206","5","n-3","p03","noo3-w","R06","n-<U+0295>"
"2207","1","isolation","p03","noo3-v","R06","Isolation"
"2208","1","o-o","p03","daas-w","R06","o-o"
"2209","4","n-o","p03","maat-w","R06","n-o"
"2210","1","isolation","p03","maat-v","R06","Isolation"
"2211","4","7-n","p03","7en-w","R06","h-n"
"2212","2","o-n","p03","diin-w","R06","o-n"
"2213","1","o-7","p03","zaa7-w","R06","o-h"
"2214","1","o-3","p03","djuu3-w","R06","o-<U+0295>"
"2215","1","isolation","p03","djuu3-v","R06","Isolation"
"2216","5","n-7","p03","nuu7-w","R06","n-h"
"2217","1","isolation","p03","nuu7-v","R06","Isolation"
"2218","1","3--3","p03","3oo3-w","R06","<U+0295>-<U+0295>"
"2219","2","isolation","p03","3oo3-v","R06","Isolation"
"2220","1","o-7","p03","loo7-w","R06","o-h"
"2221","1","o-3","p03","bii3-w","R06","o-<U+0295>"
"2222","1","isolation","p03","bii3-v","R06","Isolation"
"2223","1","o-7","p03","zii7-w","R06","o-h"
"2224","5","n-n","p03","muun-w","R06","n-n"
"2225","5","n-o","p03","muus-w","R06","n-o"
"2226","5","n-o","p03","mooz-w","R06","n-o"
"2227","1","7-o","p03","7ook-w","R06","h-o"
"2228","4","7-n","p03","7oom-w","R06","h-n"
"2229","1","3-o","p03","3aaf-w","R06","<U+0295>-o"
"2230","1","n-7","p03","naa7-w","R06","n-h"
"2231","1","isolation","p03","naa7-v","R06","Isolation"
"2232","3","n-n","p03","naam-w","R06","n-n"
"2233","1","isolation","p03","naam-v","R06","Isolation"
"2234","4","o-n","p03","doom-w","R06","o-n"
"2235","2","isolation","p03","doom-v","R06","Isolation"
"2236","4","3-n","p03","3oon-w","R06","<U+0295>-n"
"2237","5","n-n","p03","noom-w","R06","n-n"
"2238","1","3-o","p03","3eeb-w","R06","<U+0295>-o"
"2239","1","isolation","p03","3eeb-v","R06","Isolation"
"2240","4","3-n","p03","3aam-w","R06","<U+0295>-n"
"2241","1","7-o","p03","7aad-w","R06","h-o"
"2242","5","3-n","p03","3een-w","R06","<U+0295>-n"
"2243","1","3-o","p03","3iish-w","R06","<U+0295>-o"
"2244","1","7-o","p03","7eef-w","R06","h-o"
"2245","2","isolation","p03","7eef-v","R06","Isolation"
"2246","3","o-n","p03","saam-w","R06","o-n"
"2247","1","isolation","p03","saam-v","R06","Isolation"
"2248","1","o-3","p03","baa3-w","R06","o-<U+0295>"
"2249","1","o-o","p03","beet-w","R06","o-o"
"2250","1","o-o","p03","boosh-w","R06","o-o"
"2251","1","n-3","p06","noo3-w","R06","n-<U+0295>"
"2252","1","isolation","p06","noo3-v","R06","Isolation"
"2253","1","o-o","p06","daas-w","R06","o-o"
"2254","2","n-o","p06","maat-w","R06","n-o"
"2255","1","isolation","p06","maat-v","R06","Isolation"
"2256","4","7-n","p06","7en-w","R06","h-n"
"2257","3","o-n","p06","diin-w","R06","o-n"
"2258","1","o-7","p06","zaa7-w","R06","o-h"
"2259","1","o-3","p06","djuu3-w","R06","o-<U+0295>"
"2260","1","isolation","p06","djuu3-v","R06","Isolation"
"2261","4","n-7","p06","nuu7-w","R06","n-h"
"2262","1","isolation","p06","nuu7-v","R06","Isolation"
"2263","1","3--3","p06","3oo3-w","R06","<U+0295>-<U+0295>"
"2264","1","isolation","p06","3oo3-v","R06","Isolation"
"2265","1","o-7","p06","loo7-w","R06","o-h"
"2266","1","o-3","p06","bii3-w","R06","o-<U+0295>"
"2267","2","isolation","p06","bii3-v","R06","Isolation"
"2268","1","o-7","p06","zii7-w","R06","o-h"
"2269","4","n-n","p06","noom-w","R06","n-n"
"2270","5","n-n","p06","muun-w","R06","n-n"
"2271","5","n-o","p06","muus-w","R06","n-o"
"2272","2","n-o","p06","mooz-w","R06","n-o"
"2273","4","7-o","p06","7ook-w","R06","h-o"
"2274","3","7-n","p06","7oom-w","R06","h-n"
"2275","1","3-o","p06","3aaf-w","R06","<U+0295>-o"
"2276","4","n-7","p06","naa7-w","R06","n-h"
"2277","1","isolation","p06","naa7-v","R06","Isolation"
"2278","4","n-n","p06","naam-w","R06","n-n"
"2279","1","isolation","p06","naam-v","R06","Isolation"
"2280","2","o-n","p06","doom-w","R06","o-n"
"2281","1","isolation","p06","doom-v","R06","Isolation"
"2282","5","3-n","p06","3oon-w","R06","<U+0295>-n"
"2283","1","3-o","p06","3eeb-w","R06","<U+0295>-o"
"2284","1","isolation","p06","3eeb-v","R06","Isolation"
"2285","4","3-n","p06","3aam-w","R06","<U+0295>-n"
"2286","1","7-o","p06","7aad-w","R06","h-o"
"2287","3","3-n","p06","3een-w","R06","<U+0295>-n"
"2288","1","3-o","p06","3iish-w","R06","<U+0295>-o"
"2289","1","7-o","p06","7eef-w","R06","h-o"
"2290","1","isolation","p06","7eef-v","R06","Isolation"
"2291","3","o-n","p06","saam-w","R06","o-n"
"2292","1","isolation","p06","saam-v","R06","Isolation"
"2293","1","o-3","p06","baa3-w","R06","o-<U+0295>"
"2294","1","o-o","p06","beet-w","R06","o-o"
"2295","1","o-o","p06","boosh-w","R06","o-o"
"2296","1","n-3","p07","noo3-w","R06","n-<U+0295>"
"2297","1","isolation","p07","noo3-v","R06","Isolation"
"2298","1","o-3","p07","djuu3-w","R06","o-<U+0295>"
"2299","1","isolation","p07","djuu3-v","R06","Isolation"
"2300","3","n-7","p07","nuu7-w","R06","n-h"
"2301","1","isolation","p07","nuu7-v","R06","Isolation"
"2302","1","3--3","p07","3oo3-w","R06","<U+0295>-<U+0295>"
"2303","1","isolation","p07","3oo3-v","R06","Isolation"
"2304","1","o-7","p07","loo7-w","R06","o-h"
"2305","1","o-3","p07","bii3-w","R06","o-<U+0295>"
"2306","1","isolation","p07","bii3-v","R06","Isolation"
"2307","2","o-7","p07","zii7-w","R06","o-h"
"2308","1","o-o","p07","daas-w","R06","o-o"
"2309","1","n-o","p07","maat-w","R06","n-o"
"2310","1","isolation","p07","maat-v","R06","Isolation"
"2311","4","7-n","p07","7en-w","R06","h-n"
"2312","3","o-n","p07","diin-w","R06","o-n"
"2313","1","o-7","p07","zaa7-w","R06","o-h"
"2314","1","n-7","p07","naa7-w","R06","n-h"
"2315","1","isolation","p07","naa7-v","R06","Isolation"
"2316","3","n-n","p07","naam-w","R06","n-n"
"2317","2","isolation","p07","naam-v","R06","Isolation"
"2318","1","o-n","p07","doom-w","R06","o-n"
"2319","1","isolation","p07","doom-v","R06","Isolation"
"2320","1","3-n","p07","3oon-w","R06","<U+0295>-n"
"2321","1","n-n","p07","noom-w","R06","n-n"
"2322","1","n-n","p07","muun-w","R06","n-n"
"2323","5","n-o","p07","muus-w","R06","n-o"
"2324","5","n-o","p07","mooz-w","R06","n-o"
"2325","3","7-o","p07","7ook-w","R06","h-o"
"2326","5","7-n","p07","7oom-w","R06","h-n"
"2327","1","3-o","p07","3aaf-w","R06","<U+0295>-o"
"2328","1","3-o","p07","3eeb-w","R06","<U+0295>-o"
"2329","1","isolation","p07","3eeb-v","R06","Isolation"
"2330","3","o-n","p07","saam-w","R06","o-n"
"2331","1","isolation","p07","saam-v","R06","Isolation"
"2332","5","3-n","p07","3aam-w","R06","<U+0295>-n"
"2333","3","7-o","p07","7aad-w","R06","h-o"
"2334","5","3-n","p07","3een-w","R06","<U+0295>-n"
"2335","1","3-o","p07","3iish-w","R06","<U+0295>-o"
"2336","1","7-o","p07","7eef-w","R06","h-o"
"2337","1","isolation","p07","7eef-v","R06","Isolation"
"2338","1","o-3","p07","baa3-w","R06","o-<U+0295>"
"2339","1","o-o","p07","beet-w","R06","o-o"
"2340","3","o-o","p07","boosh-w","R06","o-o"
"2341","5","n-3","p08","noo3-w","R06","n-<U+0295>"
"2342","1","isolation","p08","noo3-v","R06","Isolation"
"2343","1","o-o","p08","daas-w","R06","o-o"
"2344","5","n-o","p08","maat-w","R06","n-o"
"2345","1","isolation","p08","maat-v","R06","Isolation"
"2346","4","7-n","p08","7en-w","R06","h-n"
"2347","4","o-n","p08","diin-w","R06","o-n"
"2348","1","o-3","p08","djuu3-w","R06","o-<U+0295>"
"2349","1","isolation","p08","djuu3-v","R06","Isolation"
"2350","5","n-7","p08","nuu7-w","R06","n-h"
"2351","1","isolation","p08","nuu7-v","R06","Isolation"
"2352","1","3--3","p08","3oo3-w","R06","<U+0295>-<U+0295>"
"2353","1","isolation","p08","3oo3-v","R06","Isolation"
"2354","1","o-7","p08","loo7-w","R06","o-h"
"2355","1","o-3","p08","bii3-w","R06","o-<U+0295>"
"2356","1","isolation","p08","bii3-v","R06","Isolation"
"2357","1","o-7","p08","zii7-w","R06","o-h"
"2358","1","o-7","p08","zaa7-w","R06","o-h"
"2359","5","o-n","p08","doom-w","R06","o-n"
"2360","1","isolation","p08","doom-v","R06","Isolation"
"2361","2","3-n","p08","3oon-w","R06","<U+0295>-n"
"2362","5","n-n","p08","noom-w","R06","n-n"
"2363","5","n-n","p08","muun-w","R06","n-n"
"2364","5","n-o","p08","muus-w","R06","n-o"
"2365","5","n-o","p08","mooz-w","R06","n-o"
"2366","1","7-o","p08","7ook-w","R06","h-o"
"2367","5","7-n","p08","7oom-w","R06","h-n"
"2368","1","3-o","p08","3aaf-w","R06","<U+0295>-o"
"2369","5","n-7","p08","naa7-w","R06","n-h"
"2370","1","isolation","p08","naa7-v","R06","Isolation"
"2371","4","n-n","p08","naam-w","R06","n-n"
"2372","1","isolation","p08","naam-v","R06","Isolation"
"2373","1","3-o","p08","3eeb-w","R06","<U+0295>-o"
"2374","1","isolation","p08","3eeb-v","R06","Isolation"
"2375","4","o-n","p08","saam-w","R06","o-n"
"2376","1","isolation","p08","saam-v","R06","Isolation"
"2377","4","3-n","p08","3aam-w","R06","<U+0295>-n"
"2378","1","7-o","p08","7aad-w","R06","h-o"
"2379","1","3-n","p08","3een-w","R06","<U+0295>-n"
"2380","1","3-o","p08","3iish-w","R06","<U+0295>-o"
"2381","1","7-o","p08","7eef-w","R06","h-o"
"2382","1","isolation","p08","7eef-v","R06","Isolation"
"2383","2","o-3","p08","baa3-w","R06","o-<U+0295>"
"2384","1","o-o","p08","beet-w","R06","o-o"
"2385","1","o-o","p08","boosh-w","R06","o-o"
"2386","4","n-3","p09","noo3-w","R06","n-<U+0295>"
"2387","1","isolation","p09","noo3-v","R06","Isolation"
"2388","1","o-o","p09","daas-w","R06","o-o"
"2389","5","n-o","p09","maat-w","R06","n-o"
"2390","2","isolation","p09","maat-v","R06","Isolation"
"2391","4","7-n","p09","7en-w","R06","h-n"
"2392","3","o-n","p09","diin-w","R06","o-n"
"2393","1","o-7","p09","zaa7-w","R06","o-h"
"2394","1","o-3","p09","djuu3-w","R06","o-<U+0295>"
"2395","1","isolation","p09","djuu3-v","R06","Isolation"
"2396","1","n-7","p09","nuu7-w","R06","n-h"
"2397","5","isolation","p09","nuu7-v","R06","Isolation"
"2398","1","3--3","p09","3oo3-w","R06","<U+0295>-<U+0295>"
"2399","1","isolation","p09","3oo3-v","R06","Isolation"
"2400","1","o-7","p09","loo7-w","R06","o-h"
"2401","1","o-3","p09","bii3-w","R06","o-<U+0295>"
"2402","1","isolation","p09","bii3-v","R06","Isolation"
"2403","1","o-7","p09","zii7-w","R06","o-h"
"2404","5","n-n","p09","noom-w","R06","n-n"
"2405","5","n-n","p09","muun-w","R06","n-n"
"2406","5","n-o","p09","muus-w","R06","n-o"
"2407","5","n-o","p09","mooz-w","R06","n-o"
"2408","1","7-o","p09","7ook-w","R06","h-o"
"2409","5","7-n","p09","7oom-w","R06","h-n"
"2410","1","3-o","p09","3aaf-w","R06","<U+0295>-o"
"2411","4","n-7","p09","naa7-w","R06","n-h"
"2412","1","isolation","p09","naa7-v","R06","Isolation"
"2413","5","n-n","p09","naam-w","R06","n-n"
"2414","1","isolation","p09","naam-v","R06","Isolation"
"2415","3","o-n","p09","doom-w","R06","o-n"
"2416","1","isolation","p09","doom-v","R06","Isolation"
"2417","5","3-n","p09","3oon-w","R06","<U+0295>-n"
"2418","1","3-o","p09","3eeb-w","R06","<U+0295>-o"
"2419","1","isolation","p09","3eeb-v","R06","Isolation"
"2420","4","o-n","p09","saam-w","R06","o-n"
"2421","1","isolation","p09","saam-v","R06","Isolation"
"2422","5","3-n","p09","3aam-w","R06","<U+0295>-n"
"2423","1","7-o","p09","7aad-w","R06","h-o"
"2424","4","3-n","p09","3een-w","R06","<U+0295>-n"
"2425","1","3-o","p09","3iish-w","R06","<U+0295>-o"
"2426","4","7-o","p09","7eef-w","R06","h-o"
"2427","1","isolation","p09","7eef-v","R06","Isolation"
"2428","1","o-3","p09","baa3-w","R06","o-<U+0295>"
"2429","1","o-o","p09","beet-w","R06","o-o"
"2430","3","o-o","p09","boosh-w","R06","o-o"
